price,year,mileage,color,AGE_IN_YEARS,chevrolet,dodge,gmc,jeep,nissan,salvage insurance,black,blue,gray,no_color,silver,white,Goa,MP,Maharashtra,UP
9300,2017,120353.0,white,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39800,2015,3641.0,white,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15110,2017,39333.0,black,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34000,2015,42930.0,white,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26502,2017,24993.0,black,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5990,2017,44929.0,black,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13600,2018,16971.0,black,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10780,2017,40455.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13800,2018,23164.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7070,2017,45191.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8700,2018,21405.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
18003,2017,19117.0,no_color,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8530,2017,42104.0,black,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23100,2018,49496.0,white,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7000,2017,29882.0,white,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34002,2017,31923.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6980,2017,29168.0,gray,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25000,2018,28307.0,silver,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9200,2017,21770.0,black,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24802,2017,14158.0,gray,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7070,2017,30318.0,black,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28500,2017,48086.0,red,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23500,2017,57611.0,black,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23505,2017,47357.0,black,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10940,2017,84916.0,white,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32100,2017,24521.0,gray,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
53000,2018,16105.0,black,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11900,2017,59537.0,gray,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26414,2017,55222.0,black,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4160,2018,32870.0,gray,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19405,2017,39687.0,silver,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5690,2018,47085.0,silver,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5090,2018,42989.0,gray,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32012,2017,46091.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6800,2016,49033.0,black,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4260,2018,33957.0,gray,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31802,2017,19845.0,silver,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7210,2018,38910.0,black,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28402,2017,31234.0,black,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6800,2018,36767.0,gray,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10780,2018,19420.0,white,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20000,2016,93493.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
19900,2016,86826.0,gray,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37000,2015,45787.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4040,2018,50765.0,red,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22300,2016,62774.0,black,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31200,2011,76326.0,gray,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4290,2018,39029.0,white,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22800,2016,72885.0,silver,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4160,2018,6743.0,gray,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18500,2016,33514.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6060,2018,32504.0,black,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
28800,2016,77638.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6140,2018,52966.0,silver,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21000,2016,24157.0,gray,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6760,2018,35461.0,white,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5470,2018,39721.0,black,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
14600,2014,75785.0,black,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24502,2016,33624.0,black,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15110,2017,42289.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7900,2014,79422.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
27305,2016,28844.0,blue,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15290,2017,66582.0,white,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
26500,2015,61436.0,silver,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25502,2016,58303.0,silver,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7320,2017,55618.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3800,2009,261648.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24502,2016,33045.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4140,2017,40747.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1400,2002,185460.0,black,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4160,2017,37176.0,white,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15840,2017,72445.0,white,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20500,2014,123355.0,black,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21003,2016,44116.0,silver,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4200,2017,60219.0,red,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17400,2011,135077.0,red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32001,2016,32058.0,black,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15700,2011,309564.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31009,2016,33928.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3740,2017,90618.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5000,2001,109360.0,white,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31002,2016,71809.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3160,2017,31563.0,gray,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8600,2005,219823.0,gray,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6000,2018,42090.0,gray,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12990,2017,126523.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25,2020,7232.0,black,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4410,2017,209915.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7420,2017,55854.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13500,2016,45757.0,silver,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
15500,2020,16545.0,white,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3540,2017,112893.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17000,2016,126802.0,no_color,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
45500,2020,13303.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4130,2017,34061.0,silver,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15700,2015,70251.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
45500,2020,13679.0,gray,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4130,2017,42426.0,gray,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
15500,2012,66452.0,black,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16300,2020,18221.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4530,2017,41455.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15600,2011,35275.0,black,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
45500,2020,13885.0,white,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4100,2017,38815.0,gray,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18200,2011,162281.0,white,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10200,2013,56479.0,black,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4080,2017,61027.0,black,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5700,2014,178703.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10200,2014,173469.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5000,2017,37321.0,white,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1700,2014,112789.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3650,2016,68142.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10500,2014,74203.0,white,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43500,2018,57604.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4610,2016,87229.0,silver,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3450,2012,90711.0,white,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38500,2018,11135.0,silver,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6810,2016,66781.0,silver,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2900,2011,190994.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43500,2018,56007.0,white,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4450,2016,32486.0,white,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5800,2011,195908.0,white,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16500,2018,18020.0,silver,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4240,2016,83262.0,white,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
26500,2008,62015.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13700,2017,36421.0,silver,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8600,2016,73321.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8000,2008,132379.0,white,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14200,2017,28013.0,silver,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7040,2016,33291.0,silver,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4700,2005,225236.0,no_color,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30851,2016,43176.0,red,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4880,2016,36876.0,silver,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14500,2006,111782.0,silver,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13270,2016,84035.0,white,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12800,2012,131101.0,gray,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9280,2016,101380.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
900,2003,142027.0,white,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7560,2016,111476.0,gray,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19500,2011,76897.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17100,2019,15780.0,white,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8020,2016,31944.0,white,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10300,2019,18937.0,black,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22600,2019,9706.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10480,2016,57289.0,gray,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10300,2019,19956.0,silver,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22700,2019,6075.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7410,2016,21034.0,gray,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10300,2019,22881.0,gray,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10300,2013,167600.0,gray,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7570,2016,37252.0,white,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
67000,2019,10944.0,blue,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18900,2019,27601.0,white,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12560,2019,15958.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33000,2019,32251.0,white,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18300,2019,25809.0,black,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
11760,2017,30553.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31700,2019,26549.0,red,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7340,2019,15854.0,gray,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6530,2019,10185.0,black,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
725,2017,67279.0,gray,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7400,2019,16482.0,gray,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1800,2011,47269.0,black,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
720,2006,26914.0,no_color,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22800,2017,67217.0,red,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2500,2017,78698.0,black,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
9190,2017,41961.0,black,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10900,2019,13273.0,red,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7320,2008,325611.0,silver,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22809,2017,50732.0,black,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5520,2017,52904.0,silver,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6330,2019,43965.0,red,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2320,2007,112182.0,red,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23702,2017,49024.0,black,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5520,2017,35821.0,silver,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25,2011,105244.0,white,3,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
24800,2017,46955.0,gray,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6270,2017,70443.0,black,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
225,2014,87673.0,red,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27003,2017,57186.0,black,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
350,2004,236980.0,gray,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
5600,2017,59808.0,black,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3920,2015,102700.0,white,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23100,2017,53270.0,black,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5630,2017,27195.0,black,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
8850,2015,143818.0,black,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18712,2017,67347.0,black,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6300,2017,117400.0,blue,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
6930,2019,47798.0,red,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25,2008,130623.0,white,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3440,2015,124542.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50412,2017,47129.0,black,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,1994,206162.0,white,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
950,2001,229886.0,red,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9270,2017,19490.0,gray,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
11380,2019,12038.0,black,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2725,2004,308451.0,black,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3790,2015,100893.0,gray,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40514,2017,90304.0,white,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9190,2017,31394.0,gray,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
43402,2017,62387.0,blue,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1025,2009,169634.0,black,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
25,2007,194903.0,gray,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10630,2015,82899.0,white,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43009,2017,76418.0,white,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25,2003,138441.0,white,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
3830,2015,82534.0,silver,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53500,2017,55732.0,white,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25,2010,198596.0,gray,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4150,2014,108895.0,white,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
25,1999,226972.0,black,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
6490,2015,74754.0,black,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
51502,2017,27661.0,black,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
250,2010,115241.0,white,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
25,1984,41577.0,white,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
7770,2014,72732.0,gray,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
9210,2015,26911.0,silver,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
58500,2019,21527.0,blue,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
125,2014,56461.0,silver,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5000,2012,140339.0,black,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2630,2018,36739.0,gray,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
5690,2017,42616.0,blue,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
33001,2017,35905.0,gray,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10000,2017,35747.0,red,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5790,2012,105020.0,white,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3550,2018,29043.0,blue,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
